id,text,target,stance,sarcasm,sentiment,datetime
269,أنا #نسوي و مع حقوق و تمكين #المرأة ، عاشت #المرأة و يسقط النظام #الذكوري #العنصري المتحيز للذكر.,Women empowerment,Favor,No,Positive,2021-04-07 15:59:33+00:00
270,  اكيد اكيد واحنا بالطبع مع تمكين المراه,Women empowerment,Favor,No,Positive,2021-03-09 20:14:52+00:00
271,  ولاترمو انفسكم بالتهلكه دام اللقاح غير مدروس ويعتبر لقاح طوارئ يعتبر تهلكه مالنا الا الدعاء وفعلا لن يصيبنا الا ماكتبه الله لنا بتطعيم وغير تطعيم,Covid Vaccine,Against,No,Negative,2021-08-23 22:11:13+00:00
272,بعد قليل محاضرة مباشرة بعنوان مهارات استخدام zoom في التعليم الالكتروني مع د. معاذ صفوت⬇️ URL    #ويبينار_التحول_التقني URL,Digital Transformation,None,No,Neutral,2020-03-10 17:47:23+00:00
273,التحوّل التقني في #السعودية يتطور بشكل متسارع  والخدمات المقدمة للمواطن والمقيم أصبحت بضغطة زر URL,Digital Transformation,Favor,No,Positive,2021-08-22 16:58:08+00:00
274,😒😒 وش يحسون فيه ؟ وزارتين تتفق ع تطعيم اطفال والمشكلة اعراض كورونا للاطفال خفيفة ماتدخلهم مستشفى حراره وزكام وصداع يومين ثلاث ويصحى ليش التطعيم 🤷🏻‍♀️ #لا_للتطعيم_الاجباري52 URL,Covid Vaccine,Against,No,Negative,2021-07-03 22:17:31+00:00
275,الوباء انتهى. #كورونا ما ياخذ لقاح الا غبي..  تخيل اخذ تطعيم وانا متعافي. واحقن جسمي بمواد غريب ضاره #فايزر  هدف اقتصادي وسياسي واكثر مما تتوقع URL,Covid Vaccine,Against,No,Negative,2020-12-06 18:16:04+00:00
276,#تطعيم بعد التراويح و”صفر إصابات” آخر مستجدات كورونا بمصر URL,Covid Vaccine,None,No,Neutral,2022-04-08 19:57:41+00:00
277,      لقاح كورونا ما بيمنع المرض سوزي متله متل اي تطعيم تاني. بس المرض بكون أخف,Covid Vaccine,Favor,No,Positive,2021-03-25 12:57:30+00:00
278,أمريكا تنتهي من كورونا بعد تطعيم شعبها  والهند تدفع ثمن التأخر في التطعيم غاليا. حفظنا الله بحفظه🌷 URL,Covid Vaccine,Favor,No,Neutral,2021-04-26 07:00:56+00:00
279,أشكر منظومة الاتصالات ممثلة في المركز الوطني للتصديق الرقمي دعم القطاع الخاص وتمكين التحول نحو #اقتصاد_رقمي.  البنك السعودي الفرنسي وبعد التوقيع مع شركة بعد المعتمدة لدى  أصبح أول بنك يقدم خدمة #التوقيع_الرقمي للمستفيدين URL,Digital Transformation,Favor,No,Positive,2020-01-07 09:44:51+00:00
280, دكتور عبداللطيف اسعد الله مسائك التحول الإلكتروني لم يجدي نفع مع وزارتكم يتم الاتصال عل هاتف الوزاره منذ اسبوع للسؤال عن معامله يفصل الخط قبل الوصول لمن يقدم الخدمه موضوعي لديكم منذ شهر بلا حلول لاتسمح الظروف للسفر والمراجعه,Digital Transformation,Against,No,Neutral,2020-03-21 19:05:38+00:00
281,#حقيقه_يجب_ادراكها  من يؤويد تمكين المراه الذي تسبب في تفكك الاسر وتمكين المتمردات من الولايه على ابنائه وسلب امواله ورضي ان يكون خادمآ لمتطلباتها بعد خلعه...هو من يستحق الاهانه ويستحق ان يعيش تحت وطأة الاستعباد النسوي الليبرالي..,Women empowerment,Against,No,Negative,2022-02-04 22:53:05+00:00
282,تناقشتُ مع أحد عشّاق منتجات شركة فايزر بأنواعها  فقال لي: إذا كنت ترفض اللقاح فلماذا لا ترفض تطعيم الأطفال المعروف؟ فقلتُ له: لقاح الأطفال مرّة واحدة فقط  أما لقاح كورونا فهو كل ٦ أشهر! فبهت الذي كفر. #لا_للتطعيم_الاجباري164,Covid Vaccine,Against,Yes,Negative,2021-10-24 15:58:23+00:00
283,دراسة نشرت في مجلة NEJM الامريكية. تمت على 35 691 إمراة حامل تلقوا تطعيم #كورونا #فايزر و #موديرنا ولم تظهر مشاكل متعلقة بالسلامة في البحث. فالحامل أو من تنوي الحمل تتوكل على الله وتطعم! وهذا سيؤدي الى تغيير التعليمات العالمية قريبا، ومنها #الكويت! ,Covid Vaccine,Favor,No,Neutral,2021-04-24 21:21:08+00:00
284,واخيراً لقيت حجز تطعيم كورونا,Covid Vaccine,Favor,No,Neutral,2021-04-05 20:49:49+00:00
285,زين بعيداً عن الحظر... تطعيم كورونا مو يمكن داخله شريحه الكترونيه يبون يغرسونها فينا عشان بعدين يتحكمون فينا عن بعد ونصير مثل الروبوتات 🤖,Covid Vaccine,None,No,Negative,2021-02-04 08:03:24+00:00
286,حلقة نقاشية حول تمكين المرأة تحت شعار “لأننا نستحق” بين أسيل عمران و المتحدثين الرسمين باسم “لوريال باريس”.   URL,Women empowerment,Favor,No,Neutral,2022-04-06 19:02:00+00:00
287,الكل يعلم أن حديث الحقبة الحالية هي #المرأة، حقوق المرأة.. تمكين المرأة.. الخ.. ولكن على المرأة الحكيمة أن تعي بأن ربها الله أمرها بالحجاب والعفّة وترك وظائف الاختلاط لأجل مرضاته ولا مقارنة عند وجود ذلك أن أطيع مخلوق أو أحقق هواي الشخصي .. فسأجد أضعافه في جنة الخلد بإذن الله,Women empowerment,Against,No,Neutral,2021-02-09 18:19:03+00:00
288,MENTION اذا ماخذه الجرعتين ما عليك خوف ….كورونا ان ينتهي ابدا ابدا بس مع تطعيم نسبه كبيره من المجتمع راح يكون الوضع امن باذن الله  يعني ركزي بدراسه و مستقبلك,Covid Vaccine,Favor,No,Neutral,2021-08-29 12:27:34+00:00
289,في مثل هذه الليلة من العام الماضي تم تعليق الصلوات في المساجد بسبب جائحة #كورونا  بادروا جميعاً بأخذ تطعيم كورونا والله نسأل أن يزيل هذه الجائحة ويحفظنا ويحفظكم جميعاً. ,Covid Vaccine,Favor,No,Neutral,2021-03-17 15:35:55+00:00
290,حسبنا الله ونعم الوكيل فيهم  .  التطعيم مؤامرة الحذر الحذر .  #تطعيم_كورونا URL,Covid Vaccine,Against,No,Negative,2020-12-19 21:41:53+00:00
291,هنالك جهود جبارة فيما يخص تمكين المرأة في قطاع الاعمال بشكل عام  تحقيقا لرؤية ٢٠٣٠ عن طريق الالتزام بالواجبات اللازمه لتحقيق التنمية المستدامه التي من ابرز اهدافها تحقيق الموساواه بين الجنسين وتوفير فرص متكافئه لهم .. ,Women empowerment,Favor,No,Positive,2021-10-05 08:54:33+00:00
292," فتركت دورها العظيم ومسؤوليتها تجاه ابناؤها وواجباتها نحوهم.. واستمعت لنداءات حرية المرأة..تمكين المرأة.. استقلال المرأة.. تحقيق الذات .. ونست قوله ""والمرأة راعية في بيت زوجها ومسؤولة عن رعيتها"" ...والله ثم والله عندما نقف بين يديه سيسألنا ",Women empowerment,Against,No,Positive,2021-03-22 07:40:14+00:00
293,يعيش عصر تمكين المرآه✌️ ,Women empowerment,Favor,No,Positive,2021-04-11 09:41:10+00:00
294,✅done  تنظيم رائع وجهود مشكوره 🙏 لكل القائمين بمركز الكويت للتطعيم .   #لقاح_كوفيد_19 #تطعيم_كورونا ,Covid Vaccine,Favor,No,Positive,2020-12-27 06:13:11+00:00
295,"بوجود #ولي_العهد تحقق معنى مقولة ""المرأة نصف المجتمع"" ورأينا تمكين المرأة في شتى المجالات واعطاءها حقوقها واصبحت تمارس اغلب النشاطات #على_حد_سواء مع الرجال  فشكراً #محمد_بن_سلمان   #المراه_السعوديه_قاضيه",Women empowerment,Favor,No,Positive,2021-01-16 02:51:19+00:00
296,5️⃣ مع جائحة #كورونا سعت الحكومات والشركات في جميع دول العالم إلى #التحول_الرقمي لمواكبة التغيرات الطارئة في الحاجة للعمل عن بعد  نتج عنه تحول تقني سريع في الصحة والتجارة والتعليم الإلكتروني وكافة مجالات الحياة جعلت التقنية تحتل دور البشر وتختصر الإجراءات وتحسن وتسرع في التنفيذ.,Digital Transformation,Favor,No,Positive,2020-05-15 19:31:20+00:00
297,حصول الموظف على التدريب قبل التحول الإلكتروني شعور بالرضا و يساعد على خلق بيئة جاذبة للعمل في المنظمة.  #تدريب_الموظف,Digital Transformation,Favor,No,Positive,2020-11-12 19:33:43+00:00
298,"النقلات الكبيرة الي كل يوم نشوفها في شاهد نت و التطور التقني و الاداري ما جاء من فراغ  ام بي سي من بدايتها في التسعينات كانت سابقة عصرها و شاهد نت امتداد لهذا السبق  في المستقبل القريب و مع التحول الرقمي المنصة راح تتسيد الاعلام الحديث ""عربيا""وربما مستقبلاً تنافس نتفلكس ""عالمياً""",Digital Transformation,Favor,No,Positive,2021-05-13 20:07:38+00:00
299, الحل السداد الإلكتروني في كل الولايات العالم تطور وماعاد الايصالات تنفع التحول الإلكتروني هو الحل. وهو المعمول به في العالم اجمع,Digital Transformation,Favor,No,Positive,2021-04-01 13:50:02+00:00
300, نفخر جميعاً بهذا الانجاز وسرعة التحول من التعليم التقليدي الى التعليم الالكتروني خلال   جائحةCOVID-19    حيث تم تجاوز العديد من التحديات في فترة قصيرة وتم تحويل تلك الجائحة لقصة نجاح  كل الشكر و التقدير  لمعالي الوزير  وجميع من,Digital Transformation,Favor,No,Positive,2020-10-21 07:33:53+00:00
301,تو اللي شاد حيله يخبر الناس كورونا خدعة و مؤامرة ولا حد ياخذ تطعيم وغيره... نبلغ عليه؟ 🙂 هذا ما يعتبر من نشر الإشاعات؟ أو الدعوة لمخالفة قرارات اللجنة العليا ؟  ,Covid Vaccine,Favor,No,Neutral,2020-06-15 08:37:55+00:00
302,   موفقين إن شاء الله وألف مبروك هذا التحول الالكتروني المميز ..,Digital Transformation,Favor,No,Positive,2020-07-14 19:36:09+00:00
303,  أكثر دراسة نفسية نحتاجها هذه الفترة تأثير قرارات تمكين المرأة على نفسية السعودي .. تراني جادة ، للأسف علم النفس والاجتماع نايم عندنا رغم ثراء المواضيع,Women empowerment,None,No,Neutral,2021-01-15 17:30:04+00:00
304,بفضل من الله وجهود الدولة نعيش تحول رقمي كبير على جميع الاصعدة ولكن التحول ينقصه الربط الالكتروني الموحد  كثرة المنصات و التطبيقات و الحلول ترهق وتتشعب وتتشتت وتضيع المستفيد بالاخير وترجعه للعملية التقليدية.    #ولي_العهد  #السعودية,Digital Transformation,Favor,No,Positive,2021-03-30 17:40:34+00:00
305,  نحن مع تمكين المرأة لذالك اتمنى من هيئة الرياضة مضاعفة الدعم لنا وهذا قليل في حقنا,Women empowerment,Favor,No,Positive,2021-04-09 12:39:00+00:00
306,التحول الرقمي الكبير والسريع جدا بدون الترتيبات وبدون جس النبض اكيد بيكون له تأثير سلبي فالمستقبل بلاشك انا بالنسبة لي ما اشوف ان التطور والنقلة الحضارية هي انك تحط كل شيء رقمي والكتروني فيه اشياء ما تستدعي,Digital Transformation,Against,No,Negative,2021-06-30 11:46:55+00:00
307,من حسنات #كورونا  اجبرت الوزارات والمؤسسات على التحول الالكتروني ومواكبة عصر التطور وتقليل التعامل الورقي  - بدلاً من ( السير بملف طلبات الانتظار والسستم معلق والمعاملة مو عندنا) .. الان اصبحت كل وزارة لها منصة تسجيل وفيها كافة تفاصيل اداراتها والمعاملات التي بالامكان انجازها,Digital Transformation,Favor,No,Positive,2020-07-11 19:12:53+00:00
308,السبب اللي ماسكين ال Playlist عندنا في النادي بنات  الله يلعن اثار تمكين المرأه,Women empowerment,Against,No,Negative,2022-03-30 14:23:49+00:00
309, تشكر الدولة ممثلة بوزارة العدل على استحداث هذا البرنامج الذي يشمل جميع إجراءات التقاضي المطبقة إلكترونيا والذي يسهل سير عملية التقاضي الإلكتروني الذي يستكمل منظومة التحول الرقمي  طريقة سهلة وميسرة لكافة الفئات المعنية ولله الحمد شكراً للأستاذ ,Digital Transformation,Favor,No,Positive,2020-08-12 05:18:30+00:00
310, اغلب الي يعترضون على قرارات تمكين المرأة مثل هذي النوعية الله يمحيهم ونفتك,Women empowerment,Favor,No,Negative,2021-04-20 18:11:12+00:00
311, تمكين المرأة ولى بنا للهاوية والله قبل تتمكن كانت ايام جميلة رواتب حلوة وفيها بركة. واسعار حلوة وفيها بركة وفلة ووناسة فلوسنا معيشتنا اروع جو. ولانعرف ضرائب ولا زياداة اهلكتنا ولاااا غيره. خلاص بالله فكونا ولا تتمكن😅😇🤣,Women empowerment,Against,No,Negative,2021-04-05 14:50:10+00:00
312, من وجهة رأي الشخصية حل مشكلة البطالة بالاردن تكون بثلاث مراحل 1- القضاء على الفساد( وبقص ايدي اذا بصير🤣) 2- الضغط و تخفيض العلاقات مع دول الخليج من جهة و الدول الغربية من جهة لاستقبال العمالة 3- تقليل عمالة المرأة بالوقت الراهن و تمكين الشباب ,Women empowerment,Against,No,Neutral,2020-12-26 11:03:48+00:00
313,تكرار انقطاع خدمة بوابة الدفع الإلكتروني Online Payment Gateway لا يساعد في الثقة بالخدمة ويؤثر سلبا على حراك التحول الإلكتروني في السلطنة,Digital Transformation,Against,No,Negative,2020-09-25 06:59:58+00:00
314,عدد الوفيات في أمريكا انخفض جدا رغم أنها كانت من البلاد المنكوبة بوباء #كورونا  في أول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة إنهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة أمريكا عددها يفرق ٤٠٠ مليون,Covid Vaccine,Favor,No,Positive,2021-04-19 16:40:22+00:00
315,#تعليم_الباحة #بوابة_المستقبل   إن اهمية التحول الرقمي في التعليم يعد خطوة جيدة للتحول مع العالم والتقدم نحو الحضارة ويكون إستخدام التقنية للمعرفة والتعلم وأبرز الغرض منها هي تحقيق رؤية سمو ولي العهد الأمير #محمد_بن_سلمان (2030) في التحول الرقمي,Digital Transformation,Favor,No,Positive,2019-11-04 14:31:28+00:00
316, عصر تمكين المرأه السعودية 👍🏻 الحمد لله,Women empowerment,Favor,No,Positive,2021-02-05 11:52:13+00:00
317,"  لو اخوانك انفصلو من اعمالهم وحطو بدالهم حريم تحت بند ""تمكين المراه"" راح تفهمي تغريده الاخ تركي ..  كثير شباب اعرفهم طلقو زوجاتهم والسبب الفصل الجائر .. وعدم وجود وظائف يمكن ماتشوفين ذا الشي بعينك ولا يهمك  لكن بكره بتشوفي نتائجه ",Women empowerment,Against,No,Negative,2022-04-19 00:12:18+00:00
318,MENTION الشغلة مو راكبة بس وش يفهم صاحبنا إن تمكين المرأة ما يكون بهذا الشكل  حشرها في كل قطاع وكل وظيفة  وصلت إلى طرد رجال فاتحين بيت لأجل يوظفون حرمة,Women empowerment,Against,No,Negative,2022-03-28 16:51:21+00:00
319, شكرا جزيلا لمداخلتك الثرية والإضافية والجهود الرسمية للتحول الإلكتروني بدأت قبل عام ٢٠٠٨ وكما تفضلت بعد ٢٠٢٠ هو عام إكتمال التحول الرقمي بالكامل وهناك جهود تبذل فتذكر وتشكر حفظك الله,Digital Transformation,Favor,No,Positive,2020-05-23 15:21:09+00:00
320,الحمدلله الحالات تزيد شوي لكنها خفيفة والدليل ان الحالات الحرجة تنقص #تطعيم_كورونا URL,Covid Vaccine,Favor,No,Neutral,2021-10-13 12:52:08+00:00
321,أزمة تفشي جائحة #كورونا كشفت عن الجاهزية العالية التي تتمتع بها #المملكة_العربية_السعودية في دعم #القطاع_التعليمي في ظل الأزمات والكوارث  ونجاحها في التحول نحو #التعليم_الإلكتروني,Digital Transformation,Favor,No,Neutral,2020-07-09 10:15:46+00:00
322,في العصر الرقمي ومع تزايد التحول للحياة الرقمية  فقد أصبح #التسويق_الإلكتروني بوابة وعنوان على شبكة الانترنت يتيح فرص استثمارية هائلة عن بعد مع ضمان أربح كبيرة. URL,Digital Transformation,Favor,No,Positive,2021-08-15 18:01:42+00:00
323,هذا #تعطيل_رقمي وليس #التحول_الرقمي 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ حقيقة مع مشاهدتي لكثير من المشاكل في تجربة المستخدم على مستوى الوزارات بميزانياتها وفرق عملها    يزيد احترامي أكثر وأكثر لكل الشركات الناشئة الرائعة المحلية والتي تهتم بتجربة العميل وتحرص على تحسينها في ظل محدودية الموارد  ولو حبة حبة 🐢 URL,Digital Transformation,Against,No,Negative,2021-04-12 13:30:29+00:00
324, استمرار العمل على التحول الالكتروني وًتنظيمه و ربطه بالجهات يسهل العمليه اكثر للمواطن و للجهات الحكوميه,Digital Transformation,Favor,No,Positive,2021-09-26 15:28:13+00:00
325,"""ضريبة التأخير في الحصول على اللقاح تتضاعف يومياً"" | وام     #لقاح_كورونا #تطعيم #دكتورة_فريدة #صحة #الامارات ",Covid Vaccine,Favor,No,Positive,2021-04-24 18:04:32+00:00
326, انا مع تمكين المرأة الله لايهينها 50% 😂,Women empowerment,Favor,No,Positive,2021-02-23 09:01:39+00:00
327,"وحتى لو ان التطعيمات المذكره اثبتت فاعليتها اكثر من تطعيم كورونا الي ما يمنع المرض ولا العدوى ولا حتى الاعراض و فوق هذا احتمال يغيرون التطعيم و بخلون الي تطعم ""نوع معين"" يتطعم مره ثانيه لانه هذاك مو فعّال 🤪",Covid Vaccine,Against,Yes,Negative,2021-04-21 13:25:14+00:00
328, تطعيم اجباري على لقاح غير معتمد ؟؟ ولاتعرف اثاره على المدى البعيد ولايمنع الاصابه ولايمنع انتشار الفايرس !!  وشوفة عينكم قلتوا اكسفورد امن وعقب جم شهر صار صارت عليه اشكاليه ارواحنا مو رخيصه ولا احنا فيران تجارب يبا الكورونا ارحم منكم انت اشبع,Covid Vaccine,Against,No,Negative,2021-04-11 20:01:36+00:00
329,  الحمد لله.  هذا هو عصر السرعة ويجب على جميع الجهات الاسراع في التحول الإلكتروني وتحقيق أهداف رؤية عمان 2040. وكلنا شركاء لتحقيق هذه الأهداف.,Digital Transformation,Favor,No,Positive,2020-12-13 15:54:30+00:00
330,تحيةٌ عظيمةٌ صـادقة لهكذا عُقـول تُتقن فن التحوّل الإلكتـروني ولا تكتفي بامتطاء الإنماط التقليدية. أنِعم وأكرم بك دكتور وعسى أن نرى الجميع يسير في هذا الاتجاه  ومن فوائد هذه الأزمة أنها تخلق فينا روح صناعة البديل والتجديد. URL,Digital Transformation,Favor,No,Positive,2020-03-15 05:32:06+00:00
331, بروباغندا حكومية بإمتياز لترويج كذبة تمكين المرأة.,Women empowerment,Against,No,Negative,2021-04-20 01:44:21+00:00
332, 3  ✅ عبر صديق أعرف الآن أن وزارة الرياضة السعودية تدير مبادرة لتدفع أنديتها الرياضية للتحول الرقمي وتدعمهم في ذلك ماليا وتسائلت متى ستتحول الأندية الرياضية الجزائرية رقميًا؟ التحول الرقمي تعرفه على ما أظن وهو نافع للاقتصاد الحالي,Digital Transformation,Favor,No,Neutral,2021-12-11 10:45:09+00:00
333,التحول الالكتروني للخدمات الحكومية سيكشف عدم حاجتنا للكثير من الموظفين.,Digital Transformation,Favor,No,Positive,2020-07-13 11:17:41+00:00
334, اذا منظمه الصحة العالمية نفسها صرحت بعدم فرض شهادة تطعيم شرطا للسفر 🙂 وكذلك وزيرنا الصحه صرح بنفس التصريح.. واللقاح تجريبي الى سنه 2023 .. منو الجهة الي حابه تعرض نفسها للمساءلة القانونية بفرض لقاح تجريبي يادكتور ؟؟؟ ,Covid Vaccine,Against,No,Neutral,2021-04-23 21:06:26+00:00
335,MENTION تمكين المرأه فتح باب التوضيف الغير مجدي للمرأة في بناء الأسرة فعزفن عن الوظائف المكملة للمجتمع المرتبطة إرتباط مباشر بصناعة الفرد والأسرة مثل التعليم في كل مستوياته والطب في كل تخصصاته .,Women empowerment,Against,No,Negative,2022-01-28 13:26:33+00:00
336,مشكلة التحول الرقمي في الاردن هي عدم وجود جهة مركزية تخطط لعمليات تبادل البيانات بين الجهات المختلفة لتسهيل عملية اعادة هندسة كافة العمليات والاجراءات الحكومية لتحول رقمي فعال  اللي بيصير حاليا هو تغيير في طريقة تقديم الخدمة من خلال نفس الروتين الحكومي العقيم.,Digital Transformation,Against,No,Negative,2021-09-09 11:11:52+00:00
337,اللقاح وسيلة للتحصين ضد فيروس كورونا #كوفيد١٩ والحد من انتشاره   فبادر بتطعيم أبنائك قبل بداية العام الدراسي تطعيم أبنائك دليل على وعيك URL,Covid Vaccine,Favor,No,Neutral,2021-09-04 10:31:20+00:00
338,MENTION MENTION كم فايروس جاء قبل كورونا ؟وكم تطعيم تطعمو قبلنا الواحد يتكل ع رب العالمين وماحد يموت عن يومه عزيزتي انا الحمدلله محصن جرعتين الله يكتب لي اللي فيه الخير واولادي صغار ابتدائي لو لهم اول الناس حجزت,Covid Vaccine,Favor,No,Positive,2021-07-03 17:14:18+00:00
339,  تبون خلاصة الكلام مع الحريم   ( اجعلوا  تطعيم كورونا شرط لدخول المولات ) وسوف تشوفونهم يتسابقون على التطعيم,Covid Vaccine,Favor,Yes,Neutral,2021-04-20 13:21:08+00:00
340,#هل_ستاخذون_لقاح_كورونا عن نفسي لا  لأني اتخوف من اللقاحات ذي وحتى تطعيم الانفلونزا الموسميه ماخذيته ولا افكر اخذه لأني اعتبر تقوية المناعه بالشكل الطبيعي افضل,Covid Vaccine,Against,No,Negative,2020-12-16 21:19:15+00:00
341,قوانين #تمكين_المراة كيديه ومقننه لشتات الاسره وتدمير الرجال وظلمهم واظطهادهم وانتهاك #حقوق_الانسان وهي شبيهه بالحرب المفتوحه على المجتمع ولا تنتمي لا للشرع ولا اي قانون او عرف..الصكوك العشوائيه الظالمه بقيد الرجال اصبحت توزع على النساء شبه متعمده وكيدآ للرجال.هناك امر غير طبيعي.,Women empowerment,Against,No,Negative,2022-01-07 03:18:34+00:00
342,"يُطلب من المرأة اليوم أن تكون الأم والعاملة واعتقاد أن هذه الهويتين يمكن الدمج بينهما بسهولة اعتقاد ساذج ! يُحط من قدر الأمومة تحت شعارات النجاح المهني السطحية والاستقلالية و ""تمكين المرأة"" حتى لو لم يُقصد ذلك. ",Women empowerment,Favor,No,Negative,2021-04-01 18:28:07+00:00
343, اكبر كذبة بالتاريخ  انك تقول للناس ان في تطعيم ضد الفيروسات يجعلك محصن بالكاااامل     كل من روج تلك الكذبة  سيتحمل ذنب عذابات من صدقه  من الناس الفيروسات تتحور لايمكن ايجاد لقاح   لفيروس بشكل نهائي,Covid Vaccine,Favor,No,Negative,2021-04-16 15:39:07+00:00
344,مؤتمر اكثر من رائع  يعكس جزء من التحول الرقمي التطور التقني الذي نعيشه في المملكة. شكراً من الأعماق ❤. #LEAP22 URL,Digital Transformation,Favor,No,Positive,2022-02-04 08:42:43+00:00
345,إحدى موظفات الطاقم الطبي في ألاسكا الأمريكية  تعرضت لحالة حساسية غريبة في ملامح وجهها بعد أن أخذت تطعيم فريزر ضد كورونا ,Covid Vaccine,Against,No,Neutral,2020-12-17 08:46:00+00:00
346,  الحين الكل من القطاعاات الحكوميه اصبح يفعل التحول الالكتروني بخدماته و توجه الاسكان لها التحول بيخدم المستفيد,Digital Transformation,Favor,No,Positive,2021-03-26 13:35:23+00:00
347,24 April                                                              اخذنا تطعيم كورونا ولله الحمد 💉🩹,Covid Vaccine,Favor,No,Positive,2021-04-24 23:19:49+00:00
348, دكتور محمد لماذا لا يتم  تفعيل وسائل الدفع الالكتروني او التحول إلى اقتصاد غير نقدي حاليا يوجد اقتصاديين ظاهر وباطن فإذا لم يسمح بالتعامل بالنقد سوف يصبح الجميع يعملون في نطاق نظام واحد وباذن اذا تم تطبيق التعامل عن طريق الدفع الالكتروني  لجميع ,Digital Transformation,Favor,No,Neutral,2020-09-13 18:13:36+00:00
349, اتوقع ان الوضع الحالي يستوجب تمكين المراه في كل المجالات المتعددة ، شي جميل صراحه اننا نشوف بناتنا واخواتنا يعملون في اعمال تخدم وطنهم وتخدم فئتهم من النساء 👍🏼,Women empowerment,Favor,No,Positive,2021-03-08 04:25:50+00:00
350,  تمكين المراة السعودية اعلاء لعزة الوطن وقيمة المواطنة و غرس وتثبيت لحقوق المراة دون انتقاص من الهوية والثوابت,Women empowerment,Favor,No,Positive,2021-09-26 10:32:35+00:00
351,  ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,Covid Vaccine,Favor,No,Neutral,2021-09-19 09:55:49+00:00
352,القيادة الرقمية أساسية للمنظمات والشركات الراغبة في النمو وسط متغيرات هذا العصر التقني المتسارع إثر الثورة الصناعية الرابعة  واليوم هناك علاقة وارتباط وثيق بين مفهوم القيادة الرقمية وأداء وإنتاجية المنظمات.    #التحول_الرقمي #القيادة_الرقمية  #القائد_الرقمي  #الاقتصاد_الرقمي URL,Digital Transformation,Favor,No,Neutral,2022-05-11 21:13:05+00:00
353, لا جديد وزارة العدل كل يوم تقدم لنا عمل وجهود كبيرة ومميزة في التحول الألكتروني .. استمروا وفالكم التوفيق,Digital Transformation,Favor,No,Positive,2020-03-15 17:47:43+00:00
354,MENTION الي بالتعليقات ..مسوين فيها اذكياء ومانبي نطعم😅 ذكروني بالعيال الصغار لما يعاندون على شيء مابي مابي😅😂 بفهم يعني شنو بمخوخكم انتوا؟ اذا انتوا ضد تطعيم كورونا ليش تطعمون عيالكم الصغار من الامراض الثانيه؟ ياعالم بليز صحصحوا,Covid Vaccine,Favor,No,Neutral,2021-04-07 07:12:01+00:00
355,نبي تطعيم كورونا للأطفال 💔😢,Covid Vaccine,Favor,No,Negative,2021-04-16 13:52:46+00:00
356,MENTION MENTION MENTION ماينكرون التجلطات ولكن ينكرون الوفيات ولا أحد يعلق عليها. هذي أحدث حالة وفاة وفي قبلها كثير .. الامر الآخر من أصيب بكورونا مرتين لماذا لا يعفى من التطعيم اصابتين وشفاء تام ومناعه ربانية .. هل تطعيم مثل هذا منطقي وعلمي وصحي !  واخيرا. بعض الوفيات امراض مزمنة سجلت كورونا/نعرف بعضهم URL,Covid Vaccine,Against,No,Negative,2021-06-22 22:15:16+00:00
357, حتى لو يقولون لقاح اكسفورد طعم ماعليك من الكلام اللي يقولونه  انا مطعم اكسفورد خوش تطعيم,Covid Vaccine,Favor,No,Neutral,2021-03-16 16:52:57+00:00
358, تمكين المرأة من وظيفة تعفها عن السؤال و الحاجة ما تمنع شهامة الرجل  وانا في الرسول عليه الصلاة و السلام افضل مثال و زوجه خديجة رضي الله عنها و ارضاها,Women empowerment,Favor,No,Positive,2021-04-10 07:37:01+00:00
359,النساء مصانع الرجال النساء شقائق الرجال  النساء النساء باختصار يكفي أن قدوتي إمرأة  سعيدجدا بأن بلادي المملكة العربية السعودية بدأت تسير على خطى ثابتة وموزونة في سبيل تمكين المرأة وإبراز دورها الذي لو فعل تماما لأصبحت المملكة في مصاف الدول المتقدمة ولتبوأت المركز الأول في كل شيء! ,Women empowerment,Favor,No,Positive,2021-06-07 12:04:15+00:00
360, بعد مرور عام  #عام_على_التعليم_عن_بعد اثبتت وزارة التعليم بدعم القيادة الرشيدة بانها تتحدى الصعوبات في اداء رسالتها واثبتوا منسوبيها طلبة ومعلمين  جاهزيتهم من خلال التحول الالكتروني,Digital Transformation,Favor,No,Positive,2021-03-08 17:16:12+00:00
361, هو ذا التحول الالكتروني يحتاج صبر ومصر راح تتقدم في الموضوع ذا,Digital Transformation,Favor,No,Positive,2021-09-26 13:26:01+00:00
362,إستعراض شامل ورائع عن #تمكين_المرأة في المجتمع #البحرين ي #الأمين_العام للـ #المجلس_الأعلى_للمرأة #البحرينية تستعرض إنجازات وطموحات أخواتنا ومستقبل بناتنا الذين كانت إبداعاتهم مكتومة.   URL,Women empowerment,Favor,No,Positive,2022-02-13 10:25:56+00:00
363,عميدة كلية عايزة تعلق بانرات تتكلم عن تمكين المرأة وحقوق المرأة ... عميدة كلية  هو اكتر من كدا ايه تمكين للحريم معلش؟!,Women empowerment,Against,Yes,Neutral,2022-04-23 03:46:01+00:00
